sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;339  ;1  ;-3.9004e+08  ;2.6856e+08  ;-1.0722e+09  ;-1.2126e+08  ;1.4953e+09
  ;  ;2  ;-3.9004e+08  ;1.0929e+08  ;-1.389e+09  ;-1.2126e+08  ;1.7834e+09
Beam-34(Circuler tube 1X0.06(16_GAUGE)(13)[9])  ;  ;  ;  ;  ;  ;  ;
  ;340  ;1  ;-5.0064e+08  ;2.3484e+08  ;3.5653e+08  ;5.5937e+07  ;9.2757e+08
  ;  ;2  ;-5.0064e+08  ;1.5464e+08  ;2.2138e+08  ;5.5937e+07  ;7.7068e+08
  ;341  ;1  ;-5.0064e+08  ;1.5464e+08  ;2.2138e+08  ;5.5937e+07  ;7.7068e+08
  ;  ;2  ;-5.0064e+08  ;7.4439e+07  ;8.625e+07  ;5.5937e+07  ;6.1457e+08
  ;342  ;1  ;-5.0064e+08  ;7.4439e+07  ;8.625e+07  ;5.5937e+07  ;6.1457e+08
  ;  ;2  ;-5.0064e+08  ;-5.7627e+06  ;-4.8859e+07  ;5.5937e+07  ;5.4984e+08
  ;343  ;1  ;-5.0064e+08  ;-5.7627e+06  ;-4.8859e+07  ;5.5937e+07  ;5.4984e+08
  ;  ;2  ;-5.0064e+08  ;-8.5964e+07  ;-1.8395e+08  ;5.5937e+07  ;7.0368e+08
  ;344  ;1  ;-5.0064e+08  ;-8.5964e+07  ;-1.8395e+08  ;5.5937e+07  ;7.0368e+08
  ;  ;2  ;-5.0064e+08  ;-1.6616e+08  ;-3.1901e+08  ;5.5937e+07  ;8.6033e+08
Beam-35(Circuler tube 1X0.08(14_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;
  ;345  ;1  ;1.1771e+08  ;1.8619e+08  ;7.0203e+07  ;4.6367e+07  ;3.167e+08
  ;  ;2  ;1.1772e+08  ;7.6056e+07  ;7.7046e+07  ;4.6367e+07  ;2.2598e+08
  ;346  ;1  ;1.1772e+08  ;7.6055e+07  ;7.7047e+07  ;4.6367e+07  ;2.2598e+08
  ;  ;2  ;1.1772e+08  ;-3.4073e+07  ;8.389e+07  ;4.6367e+07  ;2.0827e+08
  ;347  ;1  ;1.1772e+08  ;-3.4073e+07  ;8.389e+07  ;4.6367e+07  ;2.0827e+08
  ;  ;2  ;1.1772e+08  ;-1.442e+08  ;9.0738e+07  ;4.6367e+07  ;2.8809e+08
  ;348  ;1  ;1.1772e+08  ;-1.442e+08  ;9.0738e+07  ;4.6367e+07  ;2.8809e+08
  ;  ;2  ;1.1773e+08  ;-2.5432e+08  ;9.7591e+07  ;4.6367e+07  ;3.9013e+08
  ;349  ;1  ;1.1773e+08  ;-2.5432e+08  ;9.7591e+07  ;4.6367e+07  ;3.9013e+08
  ;  ;2  ;1.1773e+08  ;-3.6444e+08  ;1.0445e+08  ;4.6367e+07  ;4.9684e+08
  ;350  ;1  ;1.1773e+08  ;-3.6444e+08  ;1.0445e+08  ;4.6367e+07  ;4.9684e+08
  ;  ;2  ;1.1773e+08  ;-4.7456e+08  ;1.1131e+08  ;4.6367e+07  ;6.0517e+08
  ;351  ;1  ;1.1773e+08  ;-4.7456e+08  ;1.113e+08  ;4.6367e+07  ;6.0517e+08
  ;  ;2  ;1.1774e+08  ;-5.8467e+08  ;1.1817e+08  ;4.6367e+07  ;7.1423e+08
  ;352  ;1  ;1.1774e+08  ;-5.8467e+08  ;1.1817e+08  ;4.6367e+07  ;7.1423e+08
  ;  ;2  ;1.1774e+08  ;-6.9478e+08  ;1.2503e+08  ;4.6367e+07  ;8.2368e+08
  ;353  ;1  ;1.1774e+08  ;-6.9478e+08  ;1.2503e+08  ;4.6368e+07  ;8.2368e+08
  ;  ;2  ;1.1774e+08  ;-8.0489e+08  ;1.319e+08  ;4.6368e+07  ;9.3337e+08
  ;354  ;1  ;1.1774e+08  ;-8.0489e+08  ;1.3191e+08  ;4.6367e+07  ;9.3337e+08
  ;  ;2  ;1.1775e+08  ;-9.15e+08  ;1.3878e+08  ;4.6367e+07  ;1.0432e+09
  ;355  ;1  ;1.1771e+08  ;1.8619e+08  ;7.0203e+07  ;4.6367e+07  ;3.167e+08
  ;  ;2  ;1.1772e+08  ;7.6056e+07  ;7.7046e+07  ;4.6367e+07  ;2.2598e+08
  ;356  ;1  ;1.1772e+08  ;7.6055e+07  ;7.7047e+07  ;4.6367e+07  ;2.2598e+08
  ;  ;2  ;1.1772e+08  ;-3.4073e+07  ;8.389e+07  ;4.6367e+07  ;2.0827e+08
  ;357  ;1  ;1.1772e+08  ;-3.4073e+07  ;8.389e+07  ;4.6367e+07  ;2.0827e+08
  ;  ;2  ;1.1772e+08  ;-1.442e+08  ;9.0738e+07  ;4.6367e+07  ;2.8809e+08
  ;358  ;1  ;1.1772e+08  ;-1.442e+08  ;9.0738e+07  ;4.6367e+07  ;2.8809e+08
  ;  ;2  ;1.1773e+08  ;-2.5432e+08  ;9.7591e+07  ;4.6367e+07  ;3.9013e+08
  ;359  ;1  ;1.1773e+08  ;-2.5432e+08  ;9.7591e+07  ;4.6367e+07  ;3.9013e+08
  ;  ;2  ;1.1773e+08  ;-3.6444e+08  ;1.0445e+08  ;4.6367e+07  ;4.9684e+08
  ;360  ;1  ;1.1773e+08  ;-3.6444e+08  ;1.0445e+08  ;4.6367e+07  ;4.9684e+08
  ;  ;2  ;1.1773e+08  ;-4.7456e+08  ;1.1131e+08  ;4.6367e+07  ;6.0517e+08
  ;361  ;1  ;1.1773e+08  ;-4.7456e+08  ;1.113e+08  ;4.6367e+07  ;6.0517e+08
  ;  ;2  ;1.1774e+08  ;-5.8467e+08  ;1.1817e+08  ;4.6367e+07  ;7.1423e+08
  ;362  ;1  ;1.1774e+08  ;-5.8467e+08  ;1.1817e+08  ;4.6367e+07  ;7.1423e+08
  ;  ;2  ;1.1774e+08  ;-6.9478e+08  ;1.2503e+08  ;4.6367e+07  ;8.2368e+08
  ;363  ;1  ;1.1774e+08  ;-6.9478e+08  ;1.2503e+08  ;4.6368e+07  ;8.2368e+08
  ;  ;2  ;1.1774e+08  ;-8.0489e+08  ;1.319e+08  ;4.6368e+07  ;9.3337e+08
  ;364  ;1  ;1.1774e+08  ;-8.0489e+08  ;1.3191e+08  ;4.6367e+07  ;9.3337e+08
  ;  ;2  ;1.1775e+08  ;-9.15e+08  ;1.3878e+08  ;4.6367e+07  ;1.0432e+09
Beam-36(Circuler tube 1X0.08(14_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;
  ;365  ;1  ;8.8766e+07  ;1.4388e+08  ;-4.3459e+08  ;-8.4565e+06  ;5.4655e+08
  ;  ;2  ;8.8766e+07  ;1.5664e+08  ;-4.1845e+08  ;-8.4565e+06  ;5.3557e+08
  ;366  ;1  ;8.6544e+07  ;1.5132e+08  ;-4.1845e+08  ;-2.1928e+07  ;5.3152e+08
  ;  ;2  ;8.6544e+07  ;1.6408e+08  ;-3.5306e+08  ;-2.1928e+07  ;4.7587e+08
  ;367  ;1  ;8.1693e+07  ;1.5397e+08  ;-3.5306e+08  ;-3.5841e+07  ;4.6687e+08
  ;  ;2  ;8.1692e+07  ;1.6673e+08  ;-2.4041e+08  ;-3.5841e+07  ;3.7426e+08
  ;368  ;1  ;7.4358e+07  ;1.5175e+08  ;-2.4041e+08  ;-4.9773e+07  ;3.5866e+08
  ;  ;2  ;7.4358e+07  ;1.6451e+08  ;-8.3914e+07  ;-4.9773e+07  ;2.5903e+08
  ;369  ;1  ;6.4765e+07  ;1.4473e+08  ;-8.3914e+07  ;-6.3301e+07  ;2.3206e+08
  ;  ;2  ;6.4764e+07  ;1.5748e+08  ;1.1167e+08  ;-6.3301e+07  ;2.5782e+08
  ;370  ;1  ;5.3203e+07  ;1.3311e+08  ;1.1167e+08  ;-7.6012e+07  ;2.2695e+08
  ;  ;2  ;5.3201e+07  ;1.4587e+08  ;3.4039e+08  ;-7.6012e+07  ;4.2353e+08
  ;371  ;1  ;-1.4548e+07  ;-7.3379e+07  ;3.3279e+08  ;-4.5184e+07  ;3.5533e+08
  ;  ;2  ;-1.4548e+07  ;-7.3374e+07  ;3.3279e+08  ;-4.5184e+07  ;3.5533e+08
  ;372  ;1  ;-1.5275e+07  ;-8.0824e+07  ;3.3279e+08  ;-4.1885e+07  ;3.5774e+08
  ;  ;2  ;-1.5276e+07  ;-4.7768e+07  ;3.5802e+08  ;-4.1885e+07  ;3.7647e+08
  ;373  ;1  ;-1.6409e+07  ;-6.1588e+07  ;3.5802e+08  ;-3.7102e+07  ;3.7969e+08
  ;  ;2  ;-1.641e+07  ;-2.8527e+07  ;3.7436e+08  ;-3.7102e+07  ;3.9186e+08
  ;374  ;1  ;-1.7045e+07  ;-4.0979e+07  ;3.7436e+08  ;-3.4061e+07  ;3.9364e+08
  ;  ;2  ;-1.7046e+07  ;-7.9181e+06  ;3.813e+08  ;-3.4061e+07  ;3.9843e+08
Beam-37(Circuler tube 1X0.06(16_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;
  ;375  ;1  ;-4.4777e+07  ;-4.3031e+09  ;-1.1336e+09  ;4.1664e+08  ;4.4947e+09
  ;  ;2  ;-4.4781e+07  ;-3.4466e+09  ;-7.8097e+08  ;4.1664e+08  ;3.5787e+09
  ;376  ;1  ;-4.4781e+07  ;-3.4466e+09  ;-7.8097e+08  ;4.1664e+08  ;3.5787e+09
  ;  ;2  ;-4.4785e+07  ;-2.59e+09  ;-4.2838e+08  ;4.1664e+08  ;2.67e+09
Beam-38(Circuler tube 1X0.08(14_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;
  ;377  ;1  ;1.7426e+06  ;-4.0185e+07  ;-9.3609e+07  ;5.4294e+07  ;1.0361e+08
  ;  ;2  ;1.7391e+06  ;-8.0564e+07  ;-8.7779e+07  ;5.4294e+07  ;1.2089e+08
  ;378  ;1  ;1.7391e+06  ;-8.0564e+07  ;-8.778e+07  ;5.4294e+07  ;1.2089e+08
  ;  ;2  ;1.7356e+06  ;-1.2094e+08  ;-8.1942e+07  ;5.4294e+07  ;1.4782e+08
  ;379  ;1  ;-1.7813e+07  ;-7.3605e+07  ;1.2032e+08  ;1.2717e+07  ;1.5887e+08
  ;  ;2  ;-1.7817e+07  ;-5.6093e+07  ;1.1831e+08  ;1.2717e+07  ;1.4875e+08
  ;380  ;1  ;-1.7817e+07  ;-5.6094e+07  ;1.1831e+08  ;1.2717e+07  ;1.4875e+08
  ;  ;2  ;-1.782e+07  ;-3.8579e+07  ;1.1629e+08  ;1.2717e+07  ;1.4034e+08
  ;381  ;1  ;-1.782e+07  ;-3.8579e+07  ;1.1629e+08  ;1.2717e+07  ;1.4034e+08
  ;  ;2  ;-1.7823e+07  ;-2.106e+07  ;1.1429e+08  ;1.2717e+07  ;1.3403e+08
  ;382  ;1  ;-1.7823e+07  ;-2.106e+07  ;1.1429e+08  ;1.2717e+07  ;1.3403e+08
  ;  ;2  ;-1.7826e+07  ;-3.5381e+06  ;1.1229e+08  ;1.2717e+07  ;1.3017e+08
  ;383  ;1  ;-1.7826e+07  ;-3.5413e+06  ;1.1229e+08  ;1.2717e+07  ;1.3017e+08
  ;  ;2  ;-1.7829e+07  ;1.3984e+07  ;1.1029e+08  ;1.2717e+07  ;1.2901e+08
  ;384  ;1  ;-1.7829e+07  ;1.3987e+07  ;1.1029e+08  ;1.2717e+07  ;1.2901e+08
  ;  ;2  ;-1.7832e+07  ;3.1516e+07  ;1.0831e+08  ;1.2717e+07  ;1.3063e+08
  ;385  ;1  ;-1.7832e+07  ;3.1516e+07  ;1.0831e+08  ;1.2717e+07  ;1.3063e+08
  ;  ;2  ;-1.7836e+07  ;4.9048e+07  ;1.0633e+08  ;1.2717e+07  ;1.3493e+08
  ;386  ;1  ;-1.7836e+07  ;4.9048e+07  ;1.0633e+08  ;1.2717e+07  ;1.3493e+08
  ;  ;2  ;-1.7839e+07  ;6.6584e+07  ;1.0436e+08  ;1.2717e+07  ;1.4163e+08
  ;387  ;1  ;-2.9113e+07  ;7.0183e+05  ;2.0238e+08  ;4.2339e+07  ;2.3149e+08
  ;  ;2  ;-2.9116e+07  ;2.2771e+07  ;-1.23e+08  ;4.2339e+07  ;1.542e+08
  ;388  ;1  ;-2.9116e+07  ;2.2773e+07  ;-1.23e+08  ;4.2339e+07  ;1.542e+08
  ;  ;2  ;-2.9118e+07  ;4.4851e+07  ;-4.4836e+08  ;4.2339e+07  ;4.7972e+08
  ;389  ;1  ;-2.9118e+07  ;4.4844e+07  ;-4.4836e+08  ;4.2339e+07  ;4.7972e+08
  ;  ;2  ;-2.9121e+07  ;6.692e+07  ;-7.7373e+08  ;4.2339e+07  ;8.0574e+08
  ;390  ;1  ;-2.9121e+07  ;6.692e+07  ;-7.7373e+08  ;4.2339e+07  ;8.0574e+08
  ;  ;2  ;-2.9124e+07  ;8.8998e+07  ;-1.0991e+09  ;4.2339e+07  ;1.1318e+09
  ;391  ;1  ;-2.9124e+07  ;8.8998e+07  ;-1.0991e+09  ;4.2339e+07  ;1.1318e+09
  ;  ;2  ;-2.9127e+07  ;1.1108e+08  ;-1.4244e+09  ;4.2339e+07  ;1.4579e+09
  ;392  ;1  ;4.9582e+06  ;7.5799e+07  ;-1.849e+09  ;7.4242e+07  ;1.8556e+09
  ;  ;2  ;4.9549e+06  ;6.785e+07  ;-1.18e+09  ;7.4242e+07  ;1.1869e+09
  ;393  ;1  ;4.9549e+06  ;6.7855e+07  ;-1.18e+09  ;7.4241e+07  ;1.1869e+09
  ;  ;2  ;4.9516e+06  ;5.9908e+07  ;-5.1092e+08  ;7.4241e+07  ;5.1938e+08
  ;394  ;1  ;4.9516e+06  ;5.9907e+07  ;-5.1092e+08  ;7.4241e+07  ;5.1938e+08
  ;  ;2  ;4.9483e+06  ;5.1965e+07  ;1.5815e+08  ;7.4241e+07  ;1.7141e+08
  ;395  ;1  ;4.9483e+06  ;5.1965e+07  ;1.5815e+08  ;7.4241e+07  ;1.7141e+08
  ;  ;2  ;4.945e+06  ;4.4026e+07  ;8.2722e+08  ;7.4241e+07  ;8.3334e+08
  ;396  ;1  ;4.945e+06  ;4.4026e+07  ;8.2722e+08  ;7.4241e+07  ;8.3334e+08
  ;  ;2  ;4.9417e+06  ;3.609e+07  ;1.4963e+09  ;7.4241e+07  ;1.5017e+09
Beam-39(Circuler tube 1X0.08(14_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;
  ;397  ;1  ;-4.2851e+07  ;-3.5844e+08  ;-2.7865e+08  ;-2.3542e+07  ;4.9686e+08
  ;  ;2  ;-4.2848e+07  ;-1.5972e+08  ;-1.1187e+08  ;-2.3542e+07  ;2.3785e+08
  ;398  ;1  ;-4.2848e+07  ;-1.5972e+08  ;-1.1187e+08  ;-2.3542e+07  ;2.3785e+08
  ;  ;2  ;-4.2845e+07  ;3.8998e+07  ;5.4899e+07  ;-2.3542e+07  ;1.1019e+08
  ;399  ;1  ;-4.2845e+07  ;3.8998e+07  ;5.4899e+07  ;-2.3542e+07  ;1.1019e+08
  ;  ;2  ;-4.2842e+07  ;2.3772e+08  ;2.2167e+08  ;-2.3542e+07  ;3.6787e+08
  ;400  ;1  ;-4.2842e+07  ;2.3772e+08  ;2.2167e+08  ;-2.3542e+07  ;3.6787e+08
  ;  ;2  ;-4.2839e+07  ;4.3644e+08  ;3.8843e+08  ;-2.3542e+07  ;6.271e+08
Beam-40(Circuler tube 1X0.06(16_GAUGE)(6)[2])  ;  ;  ;  ;  ;  ;  ;
  ;401  ;1  ;-6.2772e+08  ;1.1678e+08  ;-8.5102e+07  ;-1.9882e+07  ;7.7222e+08
  ;  ;2  ;-6.2772e+08  ;1.0668e+08  ;-8.3291e+07  ;-1.9882e+07  ;7.6307e+08
  ;402  ;1  ;-6.2772e+08  ;1.0668e+08  ;-8.329e+07  ;-1.9882e+07  ;7.6307e+08
  ;  ;2  ;-6.2772e+08  ;9.6599e+07  ;-8.1479e+07  ;-1.9882e+07  ;7.541e+08
  ;403  ;1  ;-6.2772e+08  ;9.6599e+07  ;-8.148e+07  ;-1.9882e+07  ;7.541e+08
  ;  ;2  ;-6.2772e+08  ;8.6546e+07  ;-7.9668e+07  ;-1.9882e+07  ;7.4536e+08
  ;404  ;1  ;-6.2772e+08  ;8.6546e+07  ;-7.9668e+07  ;-1.9882e+07  ;7.4536e+08
  ;  ;2  ;-6.2772e+08  ;7.6517e+07  ;-7.7858e+07  ;-1.9882e+07  ;7.3689e+08
  ;405  ;1  ;-6.2772e+08  ;7.6517e+07  ;-7.7858e+07  ;-1.9882e+07  ;7.3689e+08
  ;  ;2  ;-6.2772e+08  ;6.6512e+07  ;-7.6046e+07  ;-1.9882e+07  ;7.2875e+08
  ;406  ;1  ;-6.2772e+08  ;6.6512e+07  ;-7.6046e+07  ;-1.9882e+07  ;7.2875e+08
  ;  ;2  ;-6.2772e+08  ;5.6527e+07  ;-7.4235e+07  ;-1.9882e+07  ;7.2103e+08
  ;407  ;1  ;-6.2772e+08  ;5.6527e+07  ;-7.4235e+07  ;-1.9882e+07  ;7.2103e+08
  ;  ;2  ;-6.2772e+08  ;4.6565e+07  ;-7.2427e+07  ;-1.9882e+07  ;7.1383e+08
  ;408  ;1  ;-6.2772e+08  ;4.6565e+07  ;-7.2427e+07  ;-1.9882e+07  ;7.1383e+08
  ;  ;2  ;-6.2772e+08  ;3.663e+07  ;-7.0616e+07  ;-1.9882e+07  ;7.0727e+08
  ;409  ;1  ;-6.2772e+08  ;3.663e+07  ;-7.0616e+07  ;-1.9882e+07  ;7.0727e+08
  ;  ;2  ;-6.2772e+08  ;2.6719e+07  ;-6.8802e+07  ;-1.9882e+07  ;7.0153e+08
  ;410  ;1  ;-6.2772e+08  ;2.6719e+07  ;-6.8802e+07  ;-1.9882e+07  ;7.0153e+08
  ;  ;2  ;-6.2772e+08  ;1.6828e+07  ;-6.6994e+07  ;-1.9882e+07  ;6.968e+08
  ;411  ;1  ;-6.2772e+08  ;1.6828e+07  ;-6.6994e+07  ;-1.9882e+07  ;6.968e+08
  ;  ;2  ;-6.2772e+08  ;6.9637e+06  ;-6.5182e+07  ;-1.9882e+07  ;6.9328e+08
  ;412  ;1  ;-6.2772e+08  ;6.9637e+06  ;-6.5182e+07  ;-1.9882e+07  ;6.9328e+08
  ;  ;2  ;-6.2772e+08  ;-2.877e+06  ;-6.3371e+07  ;-1.9882e+07  ;6.9116e+08
  ;413  ;1  ;-6.2772e+08  ;-2.877e+06  ;-6.3371e+07  ;-1.9882e+07  ;6.9116e+08
  ;  ;2  ;-6.2772e+08  ;-1.2694e+07  ;-6.1557e+07  ;-1.9882e+07  ;6.9058e+08
  ;414  ;1  ;-6.2772e+08  ;-1.2694e+07  ;-6.1557e+07  ;-1.9882e+07  ;6.9058e+08
  ;  ;2  ;-6.2772e+08  ;-2.2495e+07  ;-5.9749e+07  ;-1.9882e+07  ;6.9157e+08
  ;415  ;1  ;-6.2772e+08  ;-2.2494e+07  ;-5.9749e+07  ;-1.9882e+07  ;6.9157e+08
  ;  ;2  ;-6.2772e+08  ;-3.2264e+07  ;-5.7938e+07  ;-1.9882e+07  ;6.9404e+08
  ;416  ;1  ;-6.2772e+08  ;-3.2264e+07  ;-5.7938e+07  ;-1.9882e+07  ;6.9404e+08
  ;  ;2  ;-6.2772e+08  ;-4.2011e+07  ;-5.6127e+07  ;-1.9882e+07  ;6.9783e+08
  ;417  ;1  ;-6.2772e+08  ;-4.2011e+07  ;-5.6127e+07  ;-1.9882e+07  ;6.9783e+08
  ;  ;2  ;-6.2772e+08  ;-5.1734e+07  ;-5.4316e+07  ;-1.9882e+07  ;7.0273e+08
  ;418  ;1  ;-6.2772e+08  ;-5.1734e+07  ;-5.4316e+07  ;-1.9882e+07  ;7.0273e+08
  ;  ;2  ;-6.2772e+08  ;-6.1433e+07  ;-5.2503e+07  ;-1.9882e+07  ;7.0854e+08
  ;419  ;1  ;-6.2772e+08  ;-6.1434e+07  ;-5.2503e+07  ;-1.9882e+07  ;7.0854e+08
  ;  ;2  ;-6.2772e+08  ;-7.1113e+07  ;-5.0693e+07  ;-1.9882e+07  ;7.1506e+08
  ;420  ;1  ;-6.2772e+08  ;-7.1112e+07  ;-5.0694e+07  ;-1.9882e+07  ;7.1506e+08
  ;  ;2  ;-6.2772e+08  ;-8.0765e+07  ;-4.8883e+07  ;-1.9882e+07  ;7.2213e+08
  ;421  ;1  ;-6.2772e+08  ;-8.0765e+07  ;-4.8883e+07  ;-1.9882e+07  ;7.2213e+08
  ;  ;2  ;-6.2772e+08  ;-9.0394e+07  ;-4.7071e+07  ;-1.9882e+07  ;7.2964e+08
  ;422  ;1  ;-6.2772e+08  ;-9.0394e+07  ;-4.7071e+07  ;-1.9882e+07  ;7.2964e+08
  ;  ;2  ;-6.2772e+08  ;-1e+08  ;-4.5261e+07  ;-1.9882e+07  ;7.3749e+08
Beam-41(Circuler tube 1X0.06(16_GAUGE)(56)[13])  ;  ;  ;  ;  ;  ;  ;
  ;423  ;1  ;-7.6785e+08  ;-6.1432e+07  ;6.8939e+08  ;4.2864e+07  ;1.46e+09
  ;  ;2  ;-7.6785e+08  ;-2.9338e+07  ;4.0223e+08  ;4.2864e+07  ;1.1711e+09
  ;424  ;1  ;-7.6785e+08  ;-2.9337e+07  ;4.0223e+08  ;4.2863e+07  ;1.1711e+09
  ;  ;2  ;-7.6785e+08  ;2.782e+06  ;1.1507e+08  ;4.2863e+07  ;8.8295e+08
  ;425  ;1  ;-7.6785e+08  ;2.7819e+06  ;1.1507e+08  ;4.2864e+07  ;8.8295e+08
  ;  ;2  ;-7.6785e+08  ;3.4919e+07  ;-1.7209e+08  ;4.2864e+07  ;9.4345e+08
  ;426  ;1  ;-7.6785e+08  ;3.4919e+07  ;-1.7209e+08  ;4.2864e+07  ;9.4345e+08
  ;  ;2  ;-7.6785e+08  ;6.7079e+07  ;-4.5925e+08  ;4.2864e+07  ;1.232e+09
  ;427  ;1  ;-7.6785e+08  ;6.7079e+07  ;-4.5925e+08  ;4.2864e+07  ;1.232e+09
  ;  ;2  ;-7.6785e+08  ;9.926e+07  ;-7.4641e+08  ;4.2864e+07  ;1.5208e+09
Beam-42(Circuler tube 1X0.06(16_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;
  ;428  ;1  ;-7.6599e+07  ;7.339e+08  ;-4.3078e+08  ;-6.2896e+08  ;9.2758e+08
  ;  ;2  ;-7.6595e+07  ;-2.8562e+09  ;-7.9921e+08  ;-6.2896e+08  ;3.0425e+09
  ;429  ;1  ;-7.6595e+07  ;-2.8562e+09  ;-7.9921e+08  ;-6.2896e+08  ;3.0425e+09
  ;  ;2  ;-7.6591e+07  ;-6.4464e+09  ;-1.1676e+09  ;-6.2896e+08  ;6.6278e+09
Beam-43(Circuler tube 1X0.06(16_GAUGE)(56)[5])  ;  ;  ;  ;  ;  ;  ;
  ;430  ;1  ;-7.9409e+07  ;-1.3956e+08  ;-5.138e+07  ;3.0973e+07  ;2.2813e+08
  ;  ;2  ;-7.9408e+07  ;-9.2955e+07  ;-4.1222e+07  ;3.0973e+07  ;1.8109e+08
  ;431  ;1  ;-7.9408e+07  ;-9.2955e+07  ;-4.1223e+07  ;3.0973e+07  ;1.8109e+08
  ;  ;2  ;-7.9407e+07  ;-4.6353e+07  ;-3.1043e+07  ;3.0973e+07  ;1.352e+08
  ;432  ;1  ;-7.9407e+07  ;-4.6353e+07  ;-3.1043e+07  ;3.0973e+07  ;1.352e+08
  ;  ;2  ;-7.9406e+07  ;2.4606e+05  ;-2.0842e+07  ;3.0973e+07  ;1.0025e+08
  ;433  ;1  ;-7.9406e+07  ;2.4603e+05  ;-2.0842e+07  ;3.0973e+07  ;1.0025e+08
  ;  ;2  ;-7.9405e+07  ;4.6843e+07  ;-1.0617e+07  ;3.0973e+07  ;1.2744e+08
  ;434  ;1  ;-7.9405e+07  ;4.6843e+07  ;-1.0617e+07  ;3.0973e+07  ;1.2744e+08
  ;  ;2  ;-7.9404e+07  ;9.3438e+07  ;-3.7007e+05  ;3.0973e+07  ;1.7284e+08
  ;435  ;1  ;-7.9404e+07  ;9.3438e+07  ;-3.7002e+05  ;3.0973e+07  ;1.7284e+08
  ;  ;2  ;-7.9403e+07  ;1.4003e+08  ;9.8996e+06  ;3.0973e+07  ;2.1978e+08
  ;436  ;1  ;-7.9403e+07  ;1.4003e+08  ;9.8994e+06  ;3.0973e+07  ;2.1978e+08
  ;  ;2  ;-7.9402e+07  ;1.8662e+08  ;2.0191e+07  ;3.0973e+07  ;2.6711e+08
  ;437  ;1  ;-7.9402e+07  ;1.8662e+08  ;2.0191e+07  ;3.0973e+07  ;2.6711e+08
  ;  ;2  ;-7.9401e+07  ;2.3321e+08  ;3.0506e+07  ;3.0973e+07  ;3.146e+08
  ;438  ;1  ;-7.9401e+07  ;2.3321e+08  ;3.0506e+07  ;3.0973e+07  ;3.146e+08
  ;  ;2  ;-7.94e+07  ;2.798e+08  ;4.0843e+07  ;3.0973e+07  ;3.6216e+08
  ;439  ;1  ;-7.94e+07  ;2.798e+08  ;4.0843e+07  ;3.0973e+07  ;3.6216e+08
  ;  ;2  ;-7.9399e+07  ;3.2638e+08  ;5.1202e+07  ;3.0973e+07  ;4.0977e+08
Beam-44(Circuler tube 1X0.06(16_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;
  ;440  ;1  ;-14,995  ;-1.1848  ;20,081  ;-0.87882  ;35,076
  ;  ;2  ;-15,053  ;-1.4079  ;30,503  ;-0.87882  ;45,556
  ;441  ;1  ;-16,052  ;-1.6917  ;30,503  ;-0.74323  ;46,556
  ;  ;2  ;-16,226  ;-1.9148  ;37,734  ;-0.74323  ;53,960
  ;442  ;1  ;-16,847  ;-2.1438  ;37,734  ;-0.56569  ;54,581
  ;  ;2  ;-17,131  ;-2.3669  ;41,460  ;-0.56569  ;58,591
  ;443  ;1  ;-17,342  ;-2.5274  ;41,460  ;-0.35159  ;58,802
  ;  ;2  ;-17,727  ;-2.7505  ;41,417  ;-0.35159  ;59,143
  ;444  ;1  ;-17,597  ;-2.8204  ;41,417  ;-0.162  ;59,013
  ;  ;2  ;-17,851  ;-2.9449  ;39,673  ;-0.162  ;57,524
  ;445  ;1  ;9,659.9  ;-2.9682  ;39,586  ;-0.039606  ;49,246
  ;  ;2  ;9,439.7  ;-2.8179  ;33,425  ;-0.039606  ;42,865
  ;446  ;1  ;10,481  ;-2.8056  ;33,425  ;0.13759  ;43,906
  ;  ;2  ;9,931.4  ;-2.4665  ;21,910  ;0.13759  ;31,842
  ;447  ;1  ;11,040  ;-2.3812  ;21,910  ;0.34965  ;32,950
  ;  ;2  ;10,431  ;-2.0421  ;13,751  ;0.34965  ;24,182
  ;448  ;1  ;11,164  ;-1.8896  ;13,751  ;0.52164  ;24,915
  ;  ;2  ;10,516  ;-1.5505  ;8,868.3  ;0.52164  ;19,384
  ;449  ;1  ;10,889  ;-1.3458  ;8,868.3  ;0.64833  ;19,757
  ;  ;2  ;10,220  ;-1.0066  ;7,062.4  ;0.64833  ;17,283
Beam-45(Circuler tube 1X0.06(16_GAUGE)(6)[1])  ;  ;  ;  ;  ;  ;  ;
  ;450  ;1  ;-7.6348e+08  ;2.6096e+05  ;4.1301e+07  ;-4.3085e+07  ;8.0478e+08
  ;  ;2  ;-7.6348e+08  ;-2.0075e+06  ;4.81e+07  ;-4.3085e+07  ;8.1162e+08
  ;451  ;1  ;-7.6348e+08  ;-2.0077e+06  ;4.8101e+07  ;-4.3085e+07  ;8.1162e+08
